recv_tsec,recv_tnsec,venue,stream_kind,shard_id,conn_epoch,conn_seq,symbol,payload_json
1780751797,949870000,spot,depth_diff,0,0,27,BTCUSDT,"{""E"":1780751797914,""U"":95191804274,""a"":[],""b"":[[""60944.50000000"",""0.35564000""],[""60943.93000000"",""0.00009000""],[""60942.71000000"",""0.00000000""],[""60941.89000000"",""0.00000000""],[""60926.98000000"",""0.01641000""],[""54850.05000000"",""0.00510000""],[""48756.00000000"",""0.00209000""],[""48755.60000000"",""0.00000000""]],""e"":""depthUpdate"",""s"":""BTCUSDT"",""u"":95191804288}"
1780751798,50002000,spot,depth5,0,0,28,BTCUSDT,"{""asks"":[[""60944.51000000"",""1.23096000""],[""60944.52000000"",""0.00035000""],[""60944.53000000"",""0.00017000""],[""60945.02000000"",""0.00040000""],[""60945.11000000"",""0.00018000""]],""bids"":[[""60944.50000000"",""0.35564000""],[""60944.49000000"",""0.00080000""],[""60944.48000000"",""0.00017000""],[""60944.40000000"",""0.00009000""],[""60943.97000000"",""0.00009000""]],""lastUpdateId"":95191804300}"
1780751798,50047000,spot,depth_diff,0,0,29,BTCUSDT,"{""E"":1780751798014,""U"":95191804289,""a"":[[""60948.44000000"",""0.00893000""],[""60967.74000000"",""0.00200000""],[""60968.81000000"",""0.00000000""],[""61088.46000000"",""0.09821000""]],""b"":[[""60937.95000000"",""0.00907000""],[""60920.04000000"",""0.00000000""],[""60918.98000000"",""0.00200000""],[""54850.05000000"",""0.00510000""],[""48755.60000000"",""0.00041000""]],""e"":""depthUpdate"",""s"":""BTCUSDT"",""u"":95191804300}"
1780751798,150165000,spot,depth5,0,0,30,BTCUSDT,"{""asks"":[[""60944.51000000"",""1.23096000""],[""60944.52000000"",""0.00035000""],[""60944.53000000"",""0.00017000""],[""60945.02000000"",""0.00040000""],[""60945.11000000"",""0.00018000""]],""bids"":[[""60944.50000000"",""0.35564000""],[""60944.49000000"",""0.00080000""],[""60944.48000000"",""0.00017000""],[""60944.40000000"",""0.00009000""],[""60943.97000000"",""0.00009000""]],""lastUpdateId"":95191804310}"
1780751798,150207000,spot,depth_diff,0,0,31,BTCUSDT,"{""E"":1780751798114,""U"":95191804301,""a"":[[""60947.41000000"",""0.05258000""],[""60947.91000000"",""0.16126000""],[""60955.22000000"",""0.00009000""],[""86661.59000000"",""0.00020000""]],""b"":[[""60938.40000000"",""0.27353000""],[""60933.30000000"",""0.00010000""],[""54850.05000000"",""0.00510000""]],""e"":""depthUpdate"",""s"":""BTCUSDT"",""u"":95191804310}"
1780751798,250306000,spot,depth5,0,0,32,BTCUSDT,"{""asks"":[[""60944.51000000"",""1.23096000""],[""60944.52000000"",""0.00035000""],[""60944.53000000"",""0.00017000""],[""60945.02000000"",""0.00040000""],[""60945.11000000"",""0.00018000""]],""bids"":[[""60944.50000000"",""0.35564000""],[""60944.49000000"",""0.00080000""],[""60944.48000000"",""0.00017000""],[""60944.40000000"",""0.00009000""],[""60943.97000000"",""0.00009000""]],""lastUpdateId"":95191804321}"
1780751798,250356000,spot,depth_diff,0,0,33,BTCUSDT,"{""E"":1780751798214,""U"":95191804311,""a"":[[""60956.70000000"",""0.00010000""],[""60959.55000000"",""0.00400000""],[""60961.14000000"",""0.00000000""]],""b"":[[""60925.15000000"",""0.00000000""],[""60923.68000000"",""0.00400000""],[""54850.05000000"",""0.00510000""],[""48755.60000000"",""0.00000000""]],""e"":""depthUpdate"",""s"":""BTCUSDT"",""u"":95191804321}"
1780751798,349638000,spot,depth5,0,0,34,BTCUSDT,"{""asks"":[[""60944.51000000"",""1.23096000""],[""60944.52000000"",""0.00035000""],[""60944.53000000"",""0.00017000""],[""60945.02000000"",""0.00040000""],[""60945.11000000"",""0.00018000""]],""bids"":[[""60944.50000000"",""0.35564000""],[""60944.49000000"",""0.00080000""],[""60944.48000000"",""0.00017000""],[""60944.40000000"",""0.00009000""],[""60943.97000000"",""0.00009000""]],""lastUpdateId"":95191804331}"
1780751798,349698000,spot,depth_diff,0,0,35,BTCUSDT,"{""E"":1780751798314,""U"":95191804322,""a"":[[""60965.62000000"",""0.00000000""],[""60965.63000000"",""0.00400000""],[""60968.89000000"",""0.01046000""]],""b"":[[""60917.58000000"",""0.00400000""],[""60917.49000000"",""0.00000000""],[""54850.05000000"",""0.00510000""]],""e"":""depthUpdate"",""s"":""BTCUSDT"",""u"":95191804331}"
1780751798,372644000,spot,trade,0,0,36,BTCUSDT,"{""E"":1780751798336,""M"":true,""T"":1780751798336,""e"":""trade"",""m"":false,""p"":""60944.51000000"",""q"":""0.00017000"",""s"":""BTCUSDT"",""t"":6378737281}"
1780751798,428658000,spot,trade,0,0,37,BTCUSDT,"{""E"":1780751798392,""M"":true,""T"":1780751798392,""e"":""trade"",""m"":true,""p"":""60944.50000000"",""q"":""0.00125000"",""s"":""BTCUSDT"",""t"":6378737282}"
1780751798,450180000,spot,depth5,0,0,38,BTCUSDT,"{""asks"":[[""60944.51000000"",""1.21088000""],[""60944.52000000"",""0.00044000""],[""60944.53000000"",""0.00017000""],[""60945.02000000"",""0.00040000""],[""60945.11000000"",""0.00018000""]],""bids"":[[""60944.50000000"",""0.35699000""],[""60944.49000000"",""0.00080000""],[""60944.48000000"",""0.00017000""],[""60944.40000000"",""0.00009000""],[""60943.97000000"",""0.00009000""]],""lastUpdateId"":95191804365}"
1780751798,450289000,spot,depth_diff,0,0,39,BTCUSDT,"{""E"":1780751798414,""U"":95191804332,""a"":[[""60944.51000000"",""1.21088000""],[""60944.52000000"",""0.00044000""],[""60947.24000000"",""0.02000000""],[""60948.44000000"",""0.00000000""],[""60956.76000000"",""0.00000000""],[""60968.89000000"",""0.00431000""],[""60981.08000000"",""0.00016000""],[""87152.32000000"",""0.00019000""]],""b"":[[""60944.50000000"",""0.35699000""],[""60942.34000000"",""0.00161000""],[""60942.12000000"",""0.05230000""],[""60942.00000000"",""0.00000000""],[""60926.98000000"",""0.00000000""],[""60787.71000000"",""0.00000000""],[""60784.56000000"",""0.00972000""],[""54850.05000000"",""0.00510000""],[""48756.00000000"",""0.00209000""]],""e"":""depthUpdate"",""s"":""BTCUSDT"",""u"":95191804365}"
1780751798,549875000,spot,depth5,0,0,40,BTCUSDT,"{""asks"":[[""60944.51000000"",""1.21115000""],[""60944.52000000"",""0.00071000""],[""60944.53000000"",""0.00017000""],[""60945.02000000"",""0.00040000""],[""60945.11000000"",""0.00018000""]],""bids"":[[""60944.50000000"",""0.78976000""],[""60944.49000000"",""0.00080000""],[""60944.48000000"",""0.00017000""],[""60944.40000000"",""0.00009000""],[""60943.97000000"",""0.00009000""]],""lastUpdateId"":95191804403}"
1780751798,550140000,spot,depth_diff,0,0,41,BTCUSDT,"{""E"":1780751798514,""U"":95191804366,""a"":[[""60944.51000000"",""1.21115000""],[""60944.52000000"",""0.00071000""],[""60951.77000000"",""0.16408000""],[""60956.64000000"",""0.00009000""],[""60961.33000000"",""0.00200000""],[""60961.34000000"",""0.00000000""]],""b"":[[""60944.50000000"",""0.78976000""],[""60943.93000000"",""0.00000000""],[""60942.13000000"",""0.00018000""],[""60941.89000000"",""0.00009000""],[""60938.76000000"",""0.00000000""],[""60938.29000000"",""0.05240000""],[""60938.27000000"",""0.22311000""],[""60937.77000000"",""0.00000000""],[""60936.28000000"",""0.55474000""],[""60935.81000000"",""0.16408000""],[""60934.99000000"",""0.00000000""],[""60932.25000000"",""0.00009000""],[""60924.85000000"",""0.00000000""],[""60924.76000000"",""0.00200000""],[""60907.93000000"",""0.00630000""],[""54850.05000000"",""0.00510000""],[""48755.60000000"",""0.00041000""]],""e"":""depthUpdate"",""s"":""BTCUSDT"",""u"":95191804403}"
1780751798,650432000,spot,depth5,0,0,42,BTCUSDT,"{""asks"":[[""60944.51000000"",""1.23925000""],[""60944.52000000"",""0.00035000""],[""60944.53000000"",""0.00017000""],[""60945.02000000"",""0.00040000""],[""60945.11000000"",""0.00018000""]],""bids"":[[""60944.50000000"",""0.35467000""],[""60944.49000000"",""0.00080000""],[""60944.48000000"",""0.00017000""],[""60944.40000000"",""0.00009000""],[""60943.97000000"",""0.00009000""]],""lastUpdateId"":95191804454}"
1780751798,650658000,spot,depth_diff,0,0,43,BTCUSDT,"{""E"":1780751798614,""U"":95191804404,""a"":[[""60944.51000000"",""1.23925000""],[""60944.52000000"",""0.00035000""],[""60947.24000000"",""0.00000000""],[""60951.47000000"",""0.00000000""],[""60951.77000000"",""0.16408000""],[""60956.78000000"",""0.09850000""],[""60967.28000000"",""0.47098000""],[""60967.74000000"",""0.00000000""],[""87643.05000000"",""0.00020000""]],""b"":[[""60944.50000000"",""0.35467000""],[""60942.13000000"",""0.00000000""],[""60942.12000000"",""0.05188000""],[""60938.76000000"",""0.00009000""],[""60938.27000000"",""0.22320000""],[""60937.48000000"",""0.11433000""],[""60936.28000000"",""0.55188000""],[""60935.81000000"",""0.00000000""],[""60934.99000000"",""0.00286000""],[""60934.38000000"",""0.00000000""],[""60933.24000000"",""0.05221000""],[""60932.04000000"",""0.00000000""],[""60931.76000000"",""0.05221000""],[""60930.22000000"",""0.05231000""],[""60929.57000000"",""0.05221000""],[""60929.54000000"",""0.00000000""],[""60929.49000000"",""0.00400000""],[""60925.15000000"",""1.06705000""],[""60925.14000000"",""0.00000000""],[""60918.98000000"",""0.00000000""],[""60918.52000000"",""0.00200000""],[""60916.01000000"",""0.40219000""],[""60839.36000000"",""0.02570000""],[""60827.73000000"",""0.00000000""],[""54850.05000000"",""0.00510000""],[""48755.60000000"",""0.00000000""]],""e"":""depthUpdate"",""s"":""BTCUSDT"",""u"":95191804454}"
1780751798,749658000,spot,depth5,0,0,44,BTCUSDT,"{""asks"":[[""60944.51000000"",""1.23925000""],[""60944.52000000"",""0.00035000""],[""60944.53000000"",""0.00017000""],[""60945.02000000"",""0.00040000""],[""60945.11000000"",""0.00018000""]],""bids"":[[""60944.50000000"",""0.35476000""],[""60944.49000000"",""0.00089000""],[""60944.48000000"",""0.00017000""],[""60944.40000000"",""0.00009000""],[""60943.97000000"",""0.00009000""]],""lastUpdateId"":95191804471}"
1780751798,749724000,spot,depth_diff,0,0,45,BTCUSDT,"{""E"":1780751798714,""U"":95191804455,""a"":[[""60968.89000000"",""0.01046000""]],""b"":[[""60944.50000000"",""0.35476000""],[""60944.49000000"",""0.00089000""],[""60942.34000000"",""0.00000000""],[""60942.13000000"",""0.00018000""],[""60939.44000000"",""0.00000000""],[""60939.43000000"",""0.00018000""],[""60938.76000000"",""0.00009000""],[""60937.48000000"",""0.11442000""],[""60937.15000000"",""0.06800000""],[""54850.05000000"",""0.00510000""]],""e"":""depthUpdate"",""s"":""BTCUSDT"",""u"":95191804471}"
1780751798,850017000,spot,depth5,0,0,46,BTCUSDT,"{""asks"":[[""60944.51000000"",""1.23925000""],[""60944.52000000"",""0.00035000""],[""60944.53000000"",""0.00017000""],[""60945.02000000"",""0.00040000""],[""60945.11000000"",""0.00018000""]],""bids"":[[""60944.50000000"",""0.35467000""],[""60944.49000000"",""0.00080000""],[""60944.48000000"",""0.00017000""],[""60944.40000000"",""0.00009000""],[""60943.97000000"",""0.00009000""]],""lastUpdateId"":95191804491}"
1780751798,850183000,spot,depth_diff,0,0,47,BTCUSDT,"{""E"":1780751798814,""U"":95191804472,""a"":[[""60959.55000000"",""0.00000000""]],""b"":[[""60944.50000000"",""0.35467000""],[""60944.49000000"",""0.00080000""],[""60942.12000000"",""0.05206000""],[""60940.26000000"",""0.05322000""],[""60939.43000000"",""0.00000000""],[""60923.68000000"",""0.00000000""],[""60923.63000000"",""0.00400000""],[""60907.93000000"",""0.01112000""],[""54850.05000000"",""0.00490000""]],""e"":""depthUpdate"",""s"":""BTCUSDT"",""u"":95191804491}"
1780751798,950133000,spot,depth5,0,0,48,BTCUSDT,"{""asks"":[[""60944.51000000"",""1.23925000""],[""60944.52000000"",""0.00035000""],[""60944.53000000"",""0.00017000""],[""60945.02000000"",""0.00040000""],[""60945.11000000"",""0.00018000""]],""bids"":[[""60944.50000000"",""0.35467000""],[""60944.49000000"",""0.00080000""],[""60944.48000000"",""0.00017000""],[""60944.40000000"",""0.00009000""],[""60943.97000000"",""0.00009000""]],""lastUpdateId"":95191804505}"
1780751798,950177000,spot,depth_diff,0,0,49,BTCUSDT,"{""E"":1780751798914,""U"":95191804492,""a"":[[""61088.46000000"",""0.00000000""]],""b"":[[""60839.36000000"",""0.00000000""],[""60784.37000000"",""0.00000000""],[""59616.16000000"",""0.01946000""],[""54850.05000000"",""0.00490000""],[""54850.00000000"",""0.21232000""],[""48755.60000000"",""0.00000000""]],""e"":""depthUpdate"",""s"":""BTCUSDT"",""u"":95191804505}"
